証券コード,会社名,会計基準,決算期,年度,指標,値,この値の基準,出所書類,本体か訂正か
3184,ＩＣＤＡホールディングス株式会社,Japan GAAP,03月期,2026,総資産,22243811000,JGAAP,S100YCVD,本体
3184,ＩＣＤＡホールディングス株式会社,Japan GAAP,03月期,2022,自己資本比率,0.489,JGAAP,S100YCVD,本体
3184,ＩＣＤＡホールディングス株式会社,Japan GAAP,03月期,2023,自己資本比率,0.530,JGAAP,S100YCVD,本体
3184,ＩＣＤＡホールディングス株式会社,Japan GAAP,03月期,2024,自己資本比率,0.464,JGAAP,S100YCVD,本体
3184,ＩＣＤＡホールディングス株式会社,Japan GAAP,03月期,2025,自己資本比率,0.539,JGAAP,S100YCVD,本体
3184,ＩＣＤＡホールディングス株式会社,Japan GAAP,03月期,2026,自己資本比率,0.527,JGAAP,S100YCVD,本体
3185,夢展望株式会社,IFRS,03月期,2022,EPS,-3.61,IFRS,S100YG5J,本体
3185,夢展望株式会社,IFRS,03月期,2023,EPS,-9.39,IFRS,S100YG5J,本体
3185,夢展望株式会社,IFRS,03月期,2024,EPS,-23.98,IFRS,S100YG5J,本体
3185,夢展望株式会社,IFRS,03月期,2025,EPS,-22.50,IFRS,S100YG5J,本体
3185,夢展望株式会社,IFRS,03月期,2026,EPS,-24.24,IFRS,S100YG5J,本体
3185,夢展望株式会社,IFRS,03月期,2022,営業CF,95239000,IFRS,S100YG5J,本体
3185,夢展望株式会社,IFRS,03月期,2023,営業CF,-78558000,IFRS,S100YG5J,本体
3185,夢展望株式会社,IFRS,03月期,2024,営業CF,80526000,IFRS,S100YG5J,本体
3185,夢展望株式会社,IFRS,03月期,2025,営業CF,-363214000,IFRS,S100YG5J,本体
3185,夢展望株式会社,IFRS,03月期,2026,営業CF,159577000,IFRS,S100YG5J,本体
3185,夢展望株式会社,IFRS,03月期,2025,営業利益,-277483000,IFRS,S100YG5J,本体
3185,夢展望株式会社,IFRS,03月期,2026,営業利益,-385200000,IFRS,S100YG5J,本体
3185,夢展望株式会社,IFRS,03月期,2022,売上高,4949741000,IFRS,S100YG5J,本体
3185,夢展望株式会社,IFRS,03月期,2023,売上高,5184734000,IFRS,S100YG5J,本体
3185,夢展望株式会社,IFRS,03月期,2024,売上高,4656417000,IFRS,S100YG5J,本体
3185,夢展望株式会社,IFRS,03月期,2025,売上高,4499651000,IFRS,S100YG5J,本体
3185,夢展望株式会社,IFRS,03月期,2026,売上高,3534583000,IFRS,S100YG5J,本体
3185,夢展望株式会社,IFRS,03月期,2022,従業員数,177,IFRS,S100YG5J,本体
3185,夢展望株式会社,IFRS,03月期,2023,従業員数,163,IFRS,S100YG5J,本体
3185,夢展望株式会社,IFRS,03月期,2024,従業員数,165,IFRS,S100YG5J,本体
3185,夢展望株式会社,IFRS,03月期,2025,従業員数,142,IFRS,S100YG5J,本体
3185,夢展望株式会社,IFRS,03月期,2026,従業員数,100,IFRS,S100YG5J,本体
3185,夢展望株式会社,IFRS,03月期,2022,純利益,-49124000,IFRS,S100YG5J,本体
3185,夢展望株式会社,IFRS,03月期,2023,純利益,-132079000,IFRS,S100YG5J,本体
3185,夢展望株式会社,IFRS,03月期,2024,純利益,-352264000,IFRS,S100YG5J,本体
3185,夢展望株式会社,IFRS,03月期,2025,純利益,-369775000,IFRS,S100YG5J,本体
3185,夢展望株式会社,IFRS,03月期,2026,純利益,-444930000,IFRS,S100YG5J,本体
3185,夢展望株式会社,IFRS,03月期,2022,純資産,271730000,IFRS,S100YG5J,本体
3185,夢展望株式会社,IFRS,03月期,2023,純資産,271672000,IFRS,S100YG5J,本体
3185,夢展望株式会社,IFRS,03月期,2024,純資産,282434000,IFRS,S100YG5J,本体
3185,夢展望株式会社,IFRS,03月期,2025,純資産,417207000,IFRS,S100YG5J,本体
3185,夢展望株式会社,IFRS,03月期,2026,純資産,19988000,IFRS,S100YG5J,本体
3185,夢展望株式会社,IFRS,03月期,2022,総資産,3244027000,IFRS,S100YG5J,本体
3185,夢展望株式会社,IFRS,03月期,2023,総資産,3081482000,IFRS,S100YG5J,本体
3185,夢展望株式会社,IFRS,03月期,2024,総資産,2655455000,IFRS,S100YG5J,本体
3185,夢展望株式会社,IFRS,03月期,2025,総資産,2611127000,IFRS,S100YG5J,本体
3185,夢展望株式会社,IFRS,03月期,2026,総資産,1925536000,IFRS,S100YG5J,本体
3185,夢展望株式会社,IFRS,03月期,2022,自己資本比率,0.084,IFRS,S100YG5J,本体
3185,夢展望株式会社,IFRS,03月期,2023,自己資本比率,0.088,IFRS,S100YG5J,本体
3185,夢展望株式会社,IFRS,03月期,2024,自己資本比率,0.106,IFRS,S100YG5J,本体
3185,夢展望株式会社,IFRS,03月期,2025,自己資本比率,0.160,IFRS,S100YG5J,本体
3185,夢展望株式会社,IFRS,03月期,2026,自己資本比率,0.010,IFRS,S100YG5J,本体
3186,株式会社ネクステージ,Japan GAAP,11月期,2021,EPS,127.13,JGAAP,S100XM1X,本体
3186,株式会社ネクステージ,Japan GAAP,11月期,2022,EPS,176.30,JGAAP,S100XM1X,本体
3186,株式会社ネクステージ,Japan GAAP,11月期,2023,EPS,144.97,JGAAP,S100XM1X,本体
3186,株式会社ネクステージ,Japan GAAP,11月期,2024,EPS,99.90,JGAAP,S100XM1X,本体
3186,株式会社ネクステージ,Japan GAAP,11月期,2025,EPS,161.65,JGAAP,S100XM1X,本体
3186,株式会社ネクステージ,Japan GAAP,11月期,2021,ROE,0.270,JGAAP,S100XM1X,本体
3186,株式会社ネクステージ,Japan GAAP,11月期,2022,ROE,0.284,JGAAP,S100XM1X,本体
3186,株式会社ネクステージ,Japan GAAP,11月期,2023,ROE,0.188,JGAAP,S100XM1X,本体
3186,株式会社ネクステージ,Japan GAAP,11月期,2024,ROE,0.115,JGAAP,S100XM1X,本体
3186,株式会社ネクステージ,Japan GAAP,11月期,2025,ROE,0.169,JGAAP,S100XM1X,本体
3186,株式会社ネクステージ,Japan GAAP,11月期,2021,営業CF,3214000000,JGAAP,S100XM1X,本体
3186,株式会社ネクステージ,Japan GAAP,11月期,2022,営業CF,-17853000000,JGAAP,S100XM1X,本体
3186,株式会社ネクステージ,Japan GAAP,11月期,2023,営業CF,33689000000,JGAAP,S100XM1X,本体
3186,株式会社ネクステージ,Japan GAAP,11月期,2024,営業CF,3024000000,JGAAP,S100XM1X,本体
3186,株式会社ネクステージ,Japan GAAP,11月期,2025,営業CF,9187000000,JGAAP,S100XM1X,本体
3186,株式会社ネクステージ,Japan GAAP,11月期,2024,営業利益,12943000000,JGAAP,S100XM1X,本体
3186,株式会社ネクステージ,Japan GAAP,11月期,2025,営業利益,19597000000,JGAAP,S100XM1X,本体
3186,株式会社ネクステージ,Japan GAAP,11月期,2021,売上高,291263000000,JGAAP,S100XM1X,本体
3186,株式会社ネクステージ,Japan GAAP,11月期,2022,売上高,418117000000,JGAAP,S100XM1X,本体
3186,株式会社ネクステージ,Japan GAAP,11月期,2023,売上高,463464000000,JGAAP,S100XM1X,本体
3186,株式会社ネクステージ,Japan GAAP,11月期,2024,売上高,552778000000,JGAAP,S100XM1X,本体
3186,株式会社ネクステージ,Japan GAAP,11月期,2025,売上高,652072000000,JGAAP,S100XM1X,本体
3186,株式会社ネクステージ,Japan GAAP,11月期,2021,従業員数,3725,JGAAP,S100XM1X,本体
3186,株式会社ネクステージ,Japan GAAP,11月期,2022,従業員数,5351,JGAAP,S100XM1X,本体
3186,株式会社ネクステージ,Japan GAAP,11月期,2023,従業員数,6751,JGAAP,S100XM1X,本体
3186,株式会社ネクステージ,Japan GAAP,11月期,2024,従業員数,7635,JGAAP,S100XM1X,本体
3186,株式会社ネクステージ,Japan GAAP,11月期,2025,従業員数,7537,JGAAP,S100XM1X,本体
3186,株式会社ネクステージ,Japan GAAP,11月期,2021,純利益,9663000000,JGAAP,S100XM1X,本体
3186,株式会社ネクステージ,Japan GAAP,11月期,2022,純利益,13886000000,JGAAP,S100XM1X,本体
3186,株式会社ネクステージ,Japan GAAP,11月期,2023,純利益,11556000000,JGAAP,S100XM1X,本体
3186,株式会社ネクステージ,Japan GAAP,11月期,2024,純利益,8006000000,JGAAP,S100XM1X,本体
3186,株式会社ネクステージ,Japan GAAP,11月期,2025,純利益,12811000000,JGAAP,S100XM1X,本体
3186,株式会社ネクステージ,Japan GAAP,11月期,2021,純資産,41617000000,JGAAP,S100XM1X,本体
3186,株式会社ネクステージ,Japan GAAP,11月期,2022,純資産,56301000000,JGAAP,S100XM1X,本体
3186,株式会社ネクステージ,Japan GAAP,11月期,2023,純資産,66504000000,JGAAP,S100XM1X,本体
3186,株式会社ネクステージ,Japan GAAP,11月期,2024,純資産,72727000000,JGAAP,S100XM1X,本体
3186,株式会社ネクステージ,Japan GAAP,11月期,2025,純資産,79195000000,JGAAP,S100XM1X,本体
3186,株式会社ネクステージ,Japan GAAP,11月期,2021,経常利益,13388000000,JGAAP,S100XM1X,本体
3186,株式会社ネクステージ,Japan GAAP,11月期,2022,経常利益,19080000000,JGAAP,S100XM1X,本体
3186,株式会社ネクステージ,Japan GAAP,11月期,2023,経常利益,15773000000,JGAAP,S100XM1X,本体
3186,株式会社ネクステージ,Japan GAAP,11月期,2024,経常利益,12144000000,JGAAP,S100XM1X,本体
3186,株式会社ネクステージ,Japan GAAP,11月期,2025,経常利益,18485000000,JGAAP,S100XM1X,本体
3186,株式会社ネクステージ,Japan GAAP,11月期,2021,総資産,111032000000,JGAAP,S100XM1X,本体
3186,株式会社ネクステージ,Japan GAAP,11月期,2022,総資産,161259000000,JGAAP,S100XM1X,本体
3186,株式会社ネクステージ,Japan GAAP,11月期,2023,総資産,177497000000,JGAAP,S100XM1X,本体
3186,株式会社ネクステージ,Japan GAAP,11月期,2024,総資産,222266000000,JGAAP,S100XM1X,本体
3186,株式会社ネクステージ,Japan GAAP,11月期,2025,総資産,226777000000,JGAAP,S100XM1X,本体
3186,株式会社ネクステージ,Japan GAAP,11月期,2021,自己資本比率,0.375,JGAAP,S100XM1X,本体
3186,株式会社ネクステージ,Japan GAAP,11月期,2022,自己資本比率,0.349,JGAAP,S100XM1X,本体
3186,株式会社ネクステージ,Japan GAAP,11月期,2023,自己資本比率,0.375,JGAAP,S100XM1X,本体
3186,株式会社ネクステージ,Japan GAAP,11月期,2024,自己資本比率,0.327,JGAAP,S100XM1X,本体
3186,株式会社ネクステージ,Japan GAAP,11月期,2025,自己資本比率,0.349,JGAAP,S100XM1X,本体
3187,株式会社ミラタップ,Japan GAAP,09月期,2022,EPS,33.40,JGAAP,S100XCKW,本体
3187,株式会社ミラタップ,Japan GAAP,09月期,2023,EPS,28.39,JGAAP,S100XCKW,本体
3187,株式会社ミラタップ,Japan GAAP,09月期,2024,EPS,34.63,JGAAP,S100XCKW,本体
3187,株式会社ミラタップ,Japan GAAP,09月期,2025,EPS,-24.55,JGAAP,S100XCKW,本体
3187,株式会社ミラタップ,Japan GAAP,09月期,2022,ROE,0.218,JGAAP,S100XCKW,本体
3187,株式会社ミラタップ,Japan GAAP,09月期,2023,ROE,0.183,JGAAP,S100XCKW,本体
3187,株式会社ミラタップ,Japan GAAP,09月期,2024,ROE,0.198,JGAAP,S100XCKW,本体
3187,株式会社ミラタップ,Japan GAAP,09月期,2025,ROE,-0.146,JGAAP,S100XCKW,本体
3187,株式会社ミラタップ,Japan GAAP,09月期,2022,営業CF,714994000,JGAAP,S100XCKW,本体
3187,株式会社ミラタップ,Japan GAAP,09月期,2023,営業CF,437188000,JGAAP,S100XCKW,本体
3187,株式会社ミラタップ,Japan GAAP,09月期,2024,営業CF,536765000,JGAAP,S100XCKW,本体
3187,株式会社ミラタップ,Japan GAAP,09月期,2025,営業CF,-55512000,JGAAP,S100XCKW,本体
3187,株式会社ミラタップ,Japan GAAP,09月期,2024,営業利益,830177000,JGAAP,S100XCKW,本体
3187,株式会社ミラタップ,Japan GAAP,09月期,2025,営業利益,-282306000,JGAAP,S100XCKW,本体
3187,株式会社ミラタップ,Japan GAAP,09月期,2022,売上高,13257520000,JGAAP,S100XCKW,本体
3187,株式会社ミラタップ,Japan GAAP,09月期,2023,売上高,15495845000,JGAAP,S100XCKW,本体
3187,株式会社ミラタップ,Japan GAAP,09月期,2024,売上高,16123140000,JGAAP,S100XCKW,本体
3187,株式会社ミラタップ,Japan GAAP,09月期,2025,売上高,16746745000,JGAAP,S100XCKW,本体
3187,株式会社ミラタップ,Japan GAAP,09月期,2022,従業員数,238,JGAAP,S100XCKW,本体
3187,株式会社ミラタップ,Japan GAAP,09月期,2023,従業員数,251,JGAAP,S100XCKW,本体
3187,株式会社ミラタップ,Japan GAAP,09月期,2024,従業員数,274,JGAAP,S100XCKW,本体
3187,株式会社ミラタップ,Japan GAAP,09月期,2025,従業員数,289,JGAAP,S100XCKW,本体
3187,株式会社ミラタップ,Japan GAAP,09月期,2022,純利益,606240000,JGAAP,S100XCKW,本体
3187,株式会社ミラタップ,Japan GAAP,09月期,2023,純利益,525011000,JGAAP,S100XCKW,本体
3187,株式会社ミラタップ,Japan GAAP,09月期,2024,純利益,635329000,JGAAP,S100XCKW,本体
3187,株式会社ミラタップ,Japan GAAP,09月期,2025,純利益,-447885000,JGAAP,S100XCKW,本体
3187,株式会社ミラタップ,Japan GAAP,09月期,2022,純資産,2800681000,JGAAP,S100XCKW,本体
3187,株式会社ミラタップ,Japan GAAP,09月期,2023,純資産,3053727000,JGAAP,S100XCKW,本体
3187,株式会社ミラタップ,Japan GAAP,09月期,2024,純資産,3574946000,JGAAP,S100XCKW,本体
3187,株式会社ミラタップ,Japan GAAP,09月期,2025,純資産,2903745000,JGAAP,S100XCKW,本体
3187,株式会社ミラタップ,Japan GAAP,09月期,2022,経常利益,942573000,JGAAP,S100XCKW,本体
3187,株式会社ミラタップ,Japan GAAP,09月期,2023,経常利益,1038125000,JGAAP,S100XCKW,本体
3187,株式会社ミラタップ,Japan GAAP,09月期,2024,経常利益,796541000,JGAAP,S100XCKW,本体
3187,株式会社ミラタップ,Japan GAAP,09月期,2025,経常利益,-291757000,JGAAP,S100XCKW,本体
3187,株式会社ミラタップ,Japan GAAP,09月期,2022,総資産,7644022000,JGAAP,S100XCKW,本体
3187,株式会社ミラタップ,Japan GAAP,09月期,2023,総資産,9102647000,JGAAP,S100XCKW,本体
3187,株式会社ミラタップ,Japan GAAP,09月期,2024,総資産,9357625000,JGAAP,S100XCKW,本体
3187,株式会社ミラタップ,Japan GAAP,09月期,2025,総資産,8790569000,JGAAP,S100XCKW,本体
3187,株式会社ミラタップ,Japan GAAP,09月期,2022,自己資本比率,0.363,JGAAP,S100XCKW,本体
3187,株式会社ミラタップ,Japan GAAP,09月期,2023,自己資本比率,0.327,JGAAP,S100XCKW,本体
3187,株式会社ミラタップ,Japan GAAP,09月期,2024,自己資本比率,0.368,JGAAP,S100XCKW,本体
3187,株式会社ミラタップ,Japan GAAP,09月期,2025,自己資本比率,0.309,JGAAP,S100XCKW,本体
3189,株式会社ANAPホールディングス,Japan GAAP,08月期,2021,EPS,-175.57,JGAAP,S100X7OR,本体
3189,株式会社ANAPホールディングス,Japan GAAP,08月期,2022,EPS,-114.74,JGAAP,S100X7OR,本体
3189,株式会社ANAPホールディングス,Japan GAAP,08月期,2023,EPS,-230.84,JGAAP,S100X7OR,本体
3189,株式会社ANAPホールディングス,Japan GAAP,08月期,2025,EPS,-153.95,JGAAP,S100X7OR,本体
3189,株式会社ANAPホールディングス,Japan GAAP,08月期,2021,ROE,-0.818,JGAAP,S100X7OR,本体
3189,株式会社ANAPホールディングス,Japan GAAP,08月期,2022,ROE,-1.563,JGAAP,S100X7OR,本体
3189,株式会社ANAPホールディングス,Japan GAAP,08月期,2025,ROE,-0.211,JGAAP,S100X7OR,本体
3189,株式会社ANAPホールディングス,Japan GAAP,08月期,2021,営業CF,-397114000,JGAAP,S100X7OR,本体
3189,株式会社ANAPホールディングス,Japan GAAP,08月期,2022,営業CF,-580259000,JGAAP,S100X7OR,本体
3189,株式会社ANAPホールディングス,Japan GAAP,08月期,2023,営業CF,-597531000,JGAAP,S100X7OR,本体
3189,株式会社ANAPホールディングス,Japan GAAP,08月期,2025,営業CF,-1948390000,JGAAP,S100X7OR,本体
3189,株式会社ANAPホールディングス,Japan GAAP,08月期,2025,営業利益,-1456570000,JGAAP,S100X7OR,本体
3189,株式会社ANAPホールディングス,Japan GAAP,08月期,2021,売上高,5078905000,JGAAP,S100X7OR,本体
3189,株式会社ANAPホールディングス,Japan GAAP,08月期,2022,売上高,5059893000,JGAAP,S100X7OR,本体
3189,株式会社ANAPホールディングス,Japan GAAP,08月期,2023,売上高,4216448000,JGAAP,S100X7OR,本体
3189,株式会社ANAPホールディングス,Japan GAAP,08月期,2025,売上高,1774723000,JGAAP,S100X7OR,本体
3189,株式会社ANAPホールディングス,Japan GAAP,08月期,2021,従業員数,205,JGAAP,S100X7OR,本体
3189,株式会社ANAPホールディングス,Japan GAAP,08月期,2022,従業員数,152,JGAAP,S100X7OR,本体
3189,株式会社ANAPホールディングス,Japan GAAP,08月期,2023,従業員数,140,JGAAP,S100X7OR,本体
3189,株式会社ANAPホールディングス,Japan GAAP,08月期,2025,従業員数,250,JGAAP,S100X7OR,本体
3189,株式会社ANAPホールディングス,Japan GAAP,08月期,2021,純利益,-791434000,JGAAP,S100X7OR,本体
3189,株式会社ANAPホールディングス,Japan GAAP,08月期,2022,純利益,-525551000,JGAAP,S100X7OR,本体
3189,株式会社ANAPホールディングス,Japan GAAP,08月期,2023,純利益,-1164779000,JGAAP,S100X7OR,本体
3189,株式会社ANAPホールディングス,Japan GAAP,08月期,2025,純利益,-2660020000,JGAAP,S100X7OR,本体
3189,株式会社ANAPホールディングス,Japan GAAP,08月期,2021,純資産,573093000,JGAAP,S100X7OR,本体
3189,株式会社ANAPホールディングス,Japan GAAP,08月期,2022,純資産,103445000,JGAAP,S100X7OR,本体
3189,株式会社ANAPホールディングス,Japan GAAP,08月期,2023,純資産,-893791000,JGAAP,S100X7OR,本体
3189,株式会社ANAPホールディングス,Japan GAAP,08月期,2025,純資産,12644935000,JGAAP,S100X7OR,本体
3189,株式会社ANAPホールディングス,Japan GAAP,08月期,2021,経常利益,-633941000,JGAAP,S100X7OR,本体
3189,株式会社ANAPホールディングス,Japan GAAP,08月期,2022,経常利益,-447717000,JGAAP,S100X7OR,本体
3189,株式会社ANAPホールディングス,Japan GAAP,08月期,2023,経常利益,-801562000,JGAAP,S100X7OR,本体
3189,株式会社ANAPホールディングス,Japan GAAP,08月期,2025,経常利益,-316625000,JGAAP,S100X7OR,本体
3189,株式会社ANAPホールディングス,Japan GAAP,08月期,2021,総資産,2416050000,JGAAP,S100X7OR,本体
3189,株式会社ANAPホールディングス,Japan GAAP,08月期,2022,総資産,2569571000,JGAAP,S100X7OR,本体
3189,株式会社ANAPホールディングス,Japan GAAP,08月期,2023,総資産,1660335000,JGAAP,S100X7OR,本体
3189,株式会社ANAPホールディングス,Japan GAAP,08月期,2025,総資産,18320042000,JGAAP,S100X7OR,本体
3189,株式会社ANAPホールディングス,Japan GAAP,08月期,2021,自己資本比率,0.237,JGAAP,S100X7OR,本体
3189,株式会社ANAPホールディングス,Japan GAAP,08月期,2022,自己資本比率,0.039,JGAAP,S100X7OR,本体
3189,株式会社ANAPホールディングス,Japan GAAP,08月期,2023,自己資本比率,-0.540,JGAAP,S100X7OR,本体
3189,株式会社ANAPホールディングス,Japan GAAP,08月期,2025,自己資本比率,0.689,JGAAP,S100X7OR,本体
3190,株式会社ホットマン,Japan GAAP,03月期,2022,EPS,37.64,JGAAP,S100YEJ9,本体
3190,株式会社ホットマン,Japan GAAP,03月期,2023,EPS,26.55,JGAAP,S100YEJ9,本体
3190,株式会社ホットマン,Japan GAAP,03月期,2024,EPS,29.04,JGAAP,S100YEJ9,本体
3190,株式会社ホットマン,Japan GAAP,03月期,2025,EPS,47.40,JGAAP,S100YEJ9,本体
3190,株式会社ホットマン,Japan GAAP,03月期,2026,EPS,50.59,JGAAP,S100YEJ9,本体
3190,株式会社ホットマン,Japan GAAP,03月期,2022,ROE,0.0385,JGAAP,S100YEJ9,本体
3190,株式会社ホットマン,Japan GAAP,03月期,2023,ROE,0.0269,JGAAP,S100YEJ9,本体
3190,株式会社ホットマン,Japan GAAP,03月期,2024,ROE,0.0290,JGAAP,S100YEJ9,本体
3190,株式会社ホットマン,Japan GAAP,03月期,2025,ROE,0.0461,JGAAP,S100YEJ9,本体
3190,株式会社ホットマン,Japan GAAP,03月期,2026,ROE,0.0472,JGAAP,S100YEJ9,本体
3190,株式会社ホットマン,Japan GAAP,03月期,2022,営業CF,117590000,JGAAP,S100YEJ9,本体
3190,株式会社ホットマン,Japan GAAP,03月期,2023,営業CF,747504000,JGAAP,S100YEJ9,本体
3190,株式会社ホットマン,Japan GAAP,03月期,2024,営業CF,734835000,JGAAP,S100YEJ9,本体
3190,株式会社ホットマン,Japan GAAP,03月期,2025,営業CF,947091000,JGAAP,S100YEJ9,本体
3190,株式会社ホットマン,Japan GAAP,03月期,2026,営業CF,1092720000,JGAAP,S100YEJ9,本体
3190,株式会社ホットマン,Japan GAAP,03月期,2025,営業利益,661608000,JGAAP,S100YEJ9,本体
3190,株式会社ホットマン,Japan GAAP,03月期,2026,営業利益,648549000,JGAAP,S100YEJ9,本体
3190,株式会社ホットマン,Japan GAAP,03月期,2022,売上高,20891452000,JGAAP,S100YEJ9,本体
3190,株式会社ホットマン,Japan GAAP,03月期,2023,売上高,21801939000,JGAAP,S100YEJ9,本体
3190,株式会社ホットマン,Japan GAAP,03月期,2024,売上高,20997839000,JGAAP,S100YEJ9,本体
3190,株式会社ホットマン,Japan GAAP,03月期,2025,売上高,21908697000,JGAAP,S100YEJ9,本体
3190,株式会社ホットマン,Japan GAAP,03月期,2026,売上高,22501115000,JGAAP,S100YEJ9,本体
3190,株式会社ホットマン,Japan GAAP,03月期,2022,従業員数,928,JGAAP,S100YEJ9,本体
3190,株式会社ホットマン,Japan GAAP,03月期,2023,従業員数,928,JGAAP,S100YEJ9,本体
3190,株式会社ホットマン,Japan GAAP,03月期,2024,従業員数,882,JGAAP,S100YEJ9,本体
3190,株式会社ホットマン,Japan GAAP,03月期,2025,従業員数,885,JGAAP,S100YEJ9,本体
3190,株式会社ホットマン,Japan GAAP,03月期,2026,従業員数,903,JGAAP,S100YEJ9,本体
3190,株式会社ホットマン,Japan GAAP,03月期,2022,純利益,265564000,JGAAP,S100YEJ9,本体
3190,株式会社ホットマン,Japan GAAP,03月期,2023,純利益,187334000,JGAAP,S100YEJ9,本体
3190,株式会社ホットマン,Japan GAAP,03月期,2024,純利益,204878000,JGAAP,S100YEJ9,本体
3190,株式会社ホットマン,Japan GAAP,03月期,2025,純利益,334419000,JGAAP,S100YEJ9,本体
3190,株式会社ホットマン,Japan GAAP,03月期,2026,純利益,356956000,JGAAP,S100YEJ9,本体
3190,株式会社ホットマン,Japan GAAP,03月期,2022,純資産,6917762000,JGAAP,S100YEJ9,本体
3190,株式会社ホットマン,Japan GAAP,03月期,2023,純資産,7000098000,JGAAP,S100YEJ9,本体
3190,株式会社ホットマン,Japan GAAP,03月期,2024,純資産,7109253000,JGAAP,S100YEJ9,本体
3190,株式会社ホットマン,Japan GAAP,03月期,2025,純資産,7386507000,JGAAP,S100YEJ9,本体
3190,株式会社ホットマン,Japan GAAP,03月期,2026,純資産,7733407000,JGAAP,S100YEJ9,本体
3190,株式会社ホットマン,Japan GAAP,03月期,2022,経常利益,514317000,JGAAP,S100YEJ9,本体
3190,株式会社ホットマン,Japan GAAP,03月期,2023,経常利益,436792000,JGAAP,S100YEJ9,本体
3190,株式会社ホットマン,Japan GAAP,03月期,2024,経常利益,352663000,JGAAP,S100YEJ9,本体
3190,株式会社ホットマン,Japan GAAP,03月期,2025,経常利益,731006000,JGAAP,S100YEJ9,本体
3190,株式会社ホットマン,Japan GAAP,03月期,2026,経常利益,703947000,JGAAP,S100YEJ9,本体
3190,株式会社ホットマン,Japan GAAP,03月期,2022,総資産,15464200000,JGAAP,S100YEJ9,本体
3190,株式会社ホットマン,Japan GAAP,03月期,2023,総資産,15911892000,JGAAP,S100YEJ9,本体
3190,株式会社ホットマン,Japan GAAP,03月期,2024,総資産,15886285000,JGAAP,S100YEJ9,本体
3190,株式会社ホットマン,Japan GAAP,03月期,2025,総資産,16368019000,JGAAP,S100YEJ9,本体
3190,株式会社ホットマン,Japan GAAP,03月期,2026,総資産,16606511000,JGAAP,S100YEJ9,本体
3190,株式会社ホットマン,Japan GAAP,03月期,2022,自己資本比率,0.4473,JGAAP,S100YEJ9,本体
3190,株式会社ホットマン,Japan GAAP,03月期,2023,自己資本比率,0.4399,JGAAP,S100YEJ9,本体
3190,株式会社ホットマン,Japan GAAP,03月期,2024,自己資本比率,0.4475,JGAAP,S100YEJ9,本体
3190,株式会社ホットマン,Japan GAAP,03月期,2025,自己資本比率,0.4513,JGAAP,S100YEJ9,本体
3190,株式会社ホットマン,Japan GAAP,03月期,2026,自己資本比率,0.4657,JGAAP,S100YEJ9,本体
3191,株式会社ジョイフル本田,Japan GAAP,06月期,2021,EPS,129.72,JGAAP,S100WO68,本体
3191,株式会社ジョイフル本田,Japan GAAP,06月期,2022,EPS,165.00,JGAAP,S100WO68,本体
3191,株式会社ジョイフル本田,Japan GAAP,06月期,2023,EPS,131.55,JGAAP,S100WO68,本体
3191,株式会社ジョイフル本田,Japan GAAP,06月期,2024,EPS,145.91,JGAAP,S100WO68,本体
3191,株式会社ジョイフル本田,Japan GAAP,06月期,2025,EPS,135.18,JGAAP,S100WO68,本体
3191,株式会社ジョイフル本田,Japan GAAP,06月期,2021,ROE,0.082,JGAAP,S100WO68,本体
3191,株式会社ジョイフル本田,Japan GAAP,06月期,2022,ROE,0.097,JGAAP,S100WO68,本体
3191,株式会社ジョイフル本田,Japan GAAP,06月期,2023,ROE,0.073,JGAAP,S100WO68,本体
3191,株式会社ジョイフル本田,Japan GAAP,06月期,2024,ROE,0.076,JGAAP,S100WO68,本体
3191,株式会社ジョイフル本田,Japan GAAP,06月期,2025,ROE,0.069,JGAAP,S100WO68,本体
3191,株式会社ジョイフル本田,Japan GAAP,06月期,2021,営業CF,12412000000,JGAAP,S100WO68,本体
3191,株式会社ジョイフル本田,Japan GAAP,06月期,2022,営業CF,7844000000,JGAAP,S100WO68,本体
3191,株式会社ジョイフル本田,Japan GAAP,06月期,2023,営業CF,9807000000,JGAAP,S100WO68,本体
3191,株式会社ジョイフル本田,Japan GAAP,06月期,2024,営業CF,12672000000,JGAAP,S100WO68,本体
3191,株式会社ジョイフル本田,Japan GAAP,06月期,2025,営業CF,9069000000,JGAAP,S100WO68,本体
3191,株式会社ジョイフル本田,Japan GAAP,06月期,2024,営業利益,10568000000,JGAAP,S100WO68,本体
3191,株式会社ジョイフル本田,Japan GAAP,06月期,2025,営業利益,10748000000,JGAAP,S100WO68,本体
3191,株式会社ジョイフル本田,Japan GAAP,06月期,2021,売上高,132499000000,JGAAP,S100WO68,本体
3191,株式会社ジョイフル本田,Japan GAAP,06月期,2022,売上高,123555000000,JGAAP,S100WO68,本体
3191,株式会社ジョイフル本田,Japan GAAP,06月期,2023,売上高,123362000000,JGAAP,S100WO68,本体
3191,株式会社ジョイフル本田,Japan GAAP,06月期,2024,売上高,126894000000,JGAAP,S100WO68,本体
3191,株式会社ジョイフル本田,Japan GAAP,06月期,2025,売上高,128980000000,JGAAP,S100WO68,本体
3191,株式会社ジョイフル本田,Japan GAAP,06月期,2021,従業員数,2029,JGAAP,S100WO68,本体
3191,株式会社ジョイフル本田,Japan GAAP,06月期,2022,従業員数,1943,JGAAP,S100WO68,本体
3191,株式会社ジョイフル本田,Japan GAAP,06月期,2023,従業員数,1867,JGAAP,S100WO68,本体
